25 12
6
     20398
 24.3   1.7  42.8   2.0
 80.0   3.0  40.9   1.7
 71.7   4.9  27.5   2.1
 22.8   2.2  13.2   1.9
 26.5   3.9  15.2   2.0
 18.0   3.7  24.6   1.9
  7.7   2.1  48.2   2.4
 43.0   4.5  10.6   2.1
 42.4   3.5  27.3   1.9
 47.2   5.0  10.8   2.0
 54.2   3.7  31.4   2.4
 36.8   1.9  13.6   1.9
 54.3   2.0  44.0   1.9
 62.6   3.3  36.1   1.9
 36.3   2.7  33.5   2.4
 69.4   2.1  16.5   2.2
 57.5   2.8  12.2   1.8
 69.5   3.0  28.0   2.2
  6.9   2.9  49.8   1.6
 85.7   2.2  30.9   1.7
 62.0   2.0  16.2   2.2
 62.6   2.0  36.7   2.3
 54.0   1.6  14.8   1.8
 94.0   4.0  33.4   1.9
 85.6   4.0  36.8   2.4
 30.9   4.5  20.0   1.7
 60.8   4.3  41.5   2.4
 58.0   3.7  45.7   2.2
 77.4   3.2  44.8   1.5
 47.8   1.7  23.5   2.0
 89.9   4.7  45.4   2.1
 86.2   1.1  11.2   1.9
 71.0   4.1  13.3   2.0
 73.8   3.6  28.0   1.6
 15.9   3.5  29.1   1.7
 74.5   3.3  16.7   1.9
 22.8   2.3  31.5   1.7
 18.7   4.1  43.2   2.0
 31.2   1.9  17.7   2.3
 38.8   2.9  47.6   1.6
 63.6   1.8  22.6   2.0
 87.4   3.6  38.8   2.1
 55.6   1.3  43.4   2.0
 82.1   4.3  34.5   1.7
 80.5   1.3  38.6   2.3
 75.8   3.6  41.0   2.1
 92.9   2.2  15.7   2.0
 72.4   3.9  34.6   2.1
 25.8   4.0  21.9   2.3
 18.6   5.0  10.4   1.7
 33.8   4.3  24.7   2.1
 56.5   1.3  31.7   2.3
 43.4   2.2  49.2   1.7
 18.5   4.3  34.0   1.7
 24.2   3.7  28.1   2.3
 23.1   2.8  50.0   1.7
  5.1   2.9  45.3   1.8
 47.3   4.7  20.7   1.8
 46.6   3.2  12.6   1.8
 68.8   3.5  16.6   1.8
 63.3   3.1  18.0   1.6
 54.9   4.1  30.4   1.6
 73.4   1.1  49.2   1.7
 55.5   1.6  45.9   2.1
 90.7   2.8  45.5   2.1
 55.4   1.3  42.7   2.5
 27.5   2.2  11.0   2.4
 72.6   2.6  31.3   1.6
 17.0   4.4  43.9   1.8
 20.6   1.9  28.6   2.2
 64.0   1.8  42.1   1.9
 85.0   4.4  44.5   1.9
 81.0   4.3  39.0   1.9
 63.2   1.3  29.6   1.9
 73.2   3.1  36.2   2.1
 94.9   2.7  11.0   2.2
 41.0   1.7  15.1   1.5
 69.5   3.4  29.7   2.2
 56.1   2.6  39.8   2.3
 75.6   4.3  25.1   1.6
 26.5   3.2  37.8   1.7
 76.8   2.9  47.3   1.8
 78.0   2.0  32.8   1.7
 12.0   3.1  36.6   1.7
  7.1   2.5  23.7   1.5
 16.9   2.4  26.3   2.4
 32.7   1.4  41.4   2.4
 58.7   4.8  37.2   1.5
 93.2   2.4  29.5   2.4
 59.2   2.3  18.0   1.6
 85.6   1.5  15.7   1.8
 90.6   1.9  19.0   1.8
 78.7   2.3  25.9   2.1
 26.4   1.5  36.9   2.3
 91.5   3.9  40.7   1.8
 71.1   3.9  29.1   2.4
 31.0   1.6  48.7   1.9
 14.5   3.8  42.9   2.2
 40.4   1.4  10.9   2.0
 72.5   1.3  49.6   1.6
 78.4   3.1  10.9   1.7
 30.8   3.2  12.0   2.4
 40.7   4.5  44.1   1.7
 84.6   3.1  30.4   2.2
 63.4   3.8  23.7   2.5
 58.6   5.0  15.5   2.4
 13.3   1.9  23.0   2.0
 27.2   2.7  44.6   1.8
 34.5   4.2  41.4   1.9
 39.4   1.5  23.0   1.6
 90.3   4.6  27.4   2.3
 24.8   3.3  20.0   1.9
 15.0   3.8  45.1   1.7
 55.6   4.4  46.0   2.4
 79.6   3.5  18.7   1.9
