10 12
4
      2891
      3122
      3863
      3078
  2.2  52.3 465.6   2.2
  1.6  25.6 526.8   2.3
  4.6  59.1 758.8   1.7
  4.2  50.2 408.1   1.7
  2.8  32.7 742.2   2.2
  1.3  64.1 192.1   2.1
  2.3  30.3 826.9   2.3
  2.3  37.0 529.3   1.5
  3.0  74.2 909.4   1.9
  2.5  26.2 768.7   2.1
  2.2  73.5 454.7   1.7
  1.7  56.4 392.1   1.6
  3.7  32.3 197.4   2.3
  2.1  17.2 226.9   2.5
  4.7  65.7 626.5   2.4
  1.7  63.2 421.4   2.4
  3.7  51.0 347.9   2.2
  2.3  56.6 455.4   1.8
  3.3  54.3 301.3   2.1
  3.1  56.4 735.0   2.4
  3.4  53.5 410.3   2.0
  4.8  35.5 733.8   2.2
  4.7  59.2 908.5   2.3
  4.7  17.3 823.6   1.9
  4.0  35.5 622.7   2.0
  2.0  46.4 916.5   1.6
  4.3  19.2 710.8   2.1
  5.0  38.6 176.3   1.6
  1.2  68.5 359.1   2.4
  5.0  35.6 867.8   1.5
  1.7  53.5 224.1   2.4
  3.7  44.8 888.0   1.7
  2.0  15.1 790.0   1.5
  2.8  26.6 904.5   1.8
  3.2  70.7 705.5   2.5
  2.0  36.2 390.2   1.5
  3.8  64.6 467.6   1.9
  2.9  44.0  83.8   1.6
  3.3  49.4 286.2   2.2
  4.2  31.2 360.1   2.3
  0.2   0.4   0.3   0.2   0.2   0.3   0.3   0.3   0.3   0.4   0.3   0.3   0.4   0.4   0.2   0.4   0.4   0.3   0.3   0.4   0.3   0.3   0.3   0.4   0.3   0.3   0.3   0.3   0.3   0.4   0.3   0.3   0.3   0.3   0.4   0.4   0.3   0.4   0.2   0.4 
  116    64    81    56   135   178    31    43   124   155    26   122    18    46    94    29   165    41    76    45   138   144    28    30    36    41    79   117    38   178    12    88   178    24   100    73    20   123    72    60 
  146   174   176    86   135    68   112    65    67    48    47    69    16    38   160    83   151     1   122    61    46     1   153    56    10   176    70    46     4   175    60    62    76    55     4   127   110   114    91   161 
  143   160   157   137    78    22   171   180   115    75   153    26   142    18   165   164   142    36   122    62   140    49    42   116    69    78    13   129    60   132    78    52    53     3    75   125   144   153   119   112 
   60   100    45    93    84    60    44    13   147    23   148   169   142     9   106    98   118   146   132   125    38    25     4   137    67    24     4    28   165   164    74   128   107   115    31   175    87    96     4   154 
   42    83    83   139   168    92    32    14   106   108   148   160   178    98    80    73   141   114   110   133    62    97   135   121   171   151    25    95    82    41    46   102    97   134   114   177   159     4    66    43 
  118   145   128    77   127    16    87   120    72   179     7   152    10    33    61   159    93    43   120    57   155    75    89   115   160   169    95    28    93   108    48    13   150    61    57   129   158   123    19    96 
  164    42    85   121    68   167    89    61   139    55    88    73   151    26    35    11   158   161   119    57    43   162   120   106    33    36   160    90    65    96    20    53   113     4   167   106   116   174    25    44 
   75    88   145   129    93    72    91    13    67    47   177   122    48    87   167   128   110   137     8   168    68    86    21   172    19   123    82     3   105   177   176     7    30    53   155   136    75   153    95    36 
  142    52    87    43    52    26    12    28   116    17   128     7   168   174   147    26    70    91    69    29   117    80   101    40    22    66    46    31   118   102    74    56    14     5   112    76    12   107    96   157 
  161    22    13    33    63    87    85   154   168    17    55    72   163    69   179   112   108   107    47    72   174    27   123   128    40   163   146   125   170   143   102    21    63    32   138    79   149    57    91   166 
  106   161    42    67   121    62    71    48    67    81    48    35   123    16    72    82   123    88    71   149     6    31     6   143    49   121    67   102    89    69    47   141     5    63    95   127    78   138   111    19 
  174    50    38   106    75    47   170    82   141    63   147    25   134    80    96   127    20   123   101    31    55    72    83   133   153   169   157    75   115   142   167   137    38    29    51    69   102    60    57    73 
 0.00  0.36  0.36  0.39 
 0.36  0.00  0.33  0.32 
 0.36  0.33  0.00  0.22 
 0.39  0.32  0.22  0.00 
